"Alter","Weiblich","Bezugsdauer","Vitality1","Vitality2","Sozial1","Sozial2","Mastery1","Mastery2","Perspektive1","Perspektive2","Interventionsgruppe"
24,0,13,2.5,2.25,4,3.33333333333333,2.25,3.75,1.5,2.5,1
54,100,19,4.25,4.75,4,4.33333333333333,4.75,4.5,3.75,3.25,1
38,0,99,3.25,3.5,4.33333333333333,5,3.25,3.5,3.25,3.75,1
33,100,172,4.5,3.75,4,4.33333333333333,3,3.75,1.75,3,0
59,0,96,NA,NA,NA,NA,NA,NA,NA,NA,1
55,0,49,5,5,4.33333333333333,4,5,5,5,4.25,1
62,0,6,5,5,5,3.66666666666667,4.75,5,3.5,5,1
49,100,93,3.75,3.5,4,3.33333333333333,2,3.25,3.25,3.25,1
35,0,2,3.5,4,3.33333333333333,3.33333333333333,3.75,3.75,2.75,3.25,1
48,100,216,2.5,3,5,2.33333333333333,2.75,1.75,4.25,4,0
20,0,4,2.25,2.5,5,5,2.75,3,2.75,3,1
33,100,18,3.5,3.75,4,4,2.5,2.25,3.5,3.5,1
37,100,11,4.75,4,3,3.33333333333333,4.25,3.75,4,3.25,1
36,0,19,NA,NA,NA,NA,NA,NA,NA,NA,1
57,100,92,2.5,3.25,4.33333333333333,2,1.75,3.75,3.75,4,0
37,100,185,2.5,2,3.66666666666667,4,2.5,3.75,1.25,1.75,1
63,0,3,3.75,2.75,3.33333333333333,3,2.5,2.75,3.25,2.5,1
60,0,101,2.75,2.25,3.33333333333333,3.66666666666667,4,2.75,2.5,2.75,1
62,0,155,2,3.25,2.33333333333333,2.33333333333333,3.5,4.5,1,1,0
43,0,3,3.75,5,4.33333333333333,5,3,4.5,3,4.75,1
41,0,4,3.5,4,3.33333333333333,3.33333333333333,4.25,3.5,4.25,5,1
29,0,2,3,3.25,4,3.66666666666667,4.25,3,3,3,0
56,100,68,NA,NA,NA,NA,NA,NA,NA,NA,1
52,0,52,2,3.75,1,3,3.25,3.5,1,1,1
35,100,23,3.25,3,4.66666666666667,4.33333333333333,3.75,3.25,4.25,3.75,1
56,0,77,3,3,5,4,3,4,3,1,1
45,0,1,4.25,5,4.33333333333333,5,3,5,5,5,1
53,0,4,4,1.75,3.66666666666667,4.33333333333333,3.25,4.25,3.75,4.5,1
61,100,141,3,3.25,4,2.33333333333333,3,2.75,1.75,1.75,0
53,0,90,NA,NA,NA,NA,NA,NA,NA,NA,1
41,100,59,NA,NA,NA,NA,NA,NA,NA,NA,0
38,0,15,3,2.25,2.33333333333333,3,3.5,2.5,2.5,3.25,0
44,0,57,NA,NA,NA,NA,NA,NA,NA,NA,0
42,0,27,4.25,4.75,5,3,3,4.75,3.75,4,0
57,0,2,NA,NA,NA,NA,NA,NA,NA,NA,1
36,0,2,NA,NA,NA,NA,NA,NA,NA,NA,1
27,100,5,3.5,4,2.66666666666667,3,2.25,2.75,2.75,4,1
42,100,2,NA,NA,NA,NA,NA,NA,NA,NA,1
59,0,193,2.25,1.25,3.33333333333333,2.33333333333333,2.75,1,1,1,0
52,100,2,1,3,5,2.66666666666667,3,2.75,3,3.25,1
37,100,61,5,5,5,5,3.25,4,4.75,4.5,1
37,0,21,NA,NA,NA,NA,NA,NA,NA,NA,1
49,100,3,4.25,4.75,4,5,3.75,4.5,3.5,4,1
61,100,3,2.25,3,4.33333333333333,5,2,4.25,4.75,1,0
61,100,38,NA,NA,NA,NA,NA,NA,NA,NA,1
47,100,194,3,2.5,4.66666666666667,4.66666666666667,2.75,3,2.5,3,0
42,0,45,4,3.25,5,3.66666666666667,5,2.75,5,3.75,1
59,100,1,NA,NA,NA,NA,NA,NA,NA,NA,1
52,0,120,4.5,5,5,5,4.5,4.25,3,3,1
25,0,8,2,4.25,1,5,2.75,3.25,4.25,4,1
58,0,100,NA,NA,NA,NA,NA,NA,NA,NA,0
56,100,71,NA,NA,NA,NA,NA,NA,NA,NA,1
18,0,8,3.5,3.25,3.33333333333333,3.66666666666667,3.25,3.25,3.5,4,1
54,100,7,3.25,4.5,4.33333333333333,4.66666666666667,4,4,4,4.25,1
27,0,12,2,2.5,5,4.66666666666667,1.75,2.25,2.75,3.25,1
56,0,32,2.75,3.75,2.66666666666667,4.33333333333333,3.75,4.5,3.25,4,1
48,100,45,NA,NA,NA,NA,NA,NA,NA,NA,1
18,0,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,1
62,0,128,5,4.75,5,5,3.5,3.25,4,4.25,1
32,0,70,3,3,3.33333333333333,2,2.5,3,1.5,1.5,1
57,0,142,2.75,2.75,4.33333333333333,3.66666666666667,2,2.75,2.75,2.75,1
52,100,199,3,3.25,5,5,2.25,2.25,4.25,4.75,1
37,100,66,4,4.5,4.33333333333333,4.33333333333333,4.25,4.25,3.75,4,1
45,0,197,NA,NA,NA,NA,NA,NA,NA,NA,1
38,0,26,3.75,3.25,3,3.33333333333333,2.75,2.75,3,3,0
23,0,64,4.5,5,2,2,2.75,4,2.75,4.5,0
49,100,36,2.25,2.5,1,3,1.75,2.25,4.25,2.75,0
20,100,3,3.5,3.75,5,5,2.25,3.25,3.25,3.25,1
62,0,104,4,4,4,4.66666666666667,4.25,3.75,3.75,3.75,1
43,0,159,3.25,2,3.33333333333333,4,4.25,3.5,3.75,3,0
33,100,76,3,3.75,4.66666666666667,3.66666666666667,3.75,4.25,3.5,4,1
57,0,254,3.75,3.25,2.33333333333333,3.33333333333333,4,4,2.25,3.25,0
48,0,84,4,4.5,4,4.33333333333333,3.75,4,3.25,4.75,1
27,0,81,NA,NA,NA,NA,NA,NA,NA,NA,1
47,100,96,3.5,3.5,4.66666666666667,3.33333333333333,2.5,3,3.25,3,0
36,0,3,1.25,2,3,3,2,2,3,3,1
57,100,194,2,3,3,2.66666666666667,3,3.25,1,1,1
55,100,-15,NA,NA,NA,NA,NA,NA,NA,NA,1
50,0,47,2.25,2.25,1.33333333333333,2.66666666666667,3.5,4.25,5,3.75,1
47,100,58,3.75,3,3,1.66666666666667,2.75,4,2.5,2.5,1
41,0,-11,3.25,2.5,3.66666666666667,3,2.5,1.75,3.75,3,1
29,100,6,3.25,3.25,4.33333333333333,4.33333333333333,2.75,4.25,3.5,3.5,1
50,0,79,2,3.75,2.66666666666667,3,3.5,3.5,1.25,2.25,0
36,100,36,3.25,2.75,3,3,3,3,3,3.25,1
33,100,119,3.25,3.5,5,3.66666666666667,2.5,2.25,4.75,3.75,0
59,0,30,5,5,4,4.33333333333333,4.5,4.5,3.75,4,1
59,100,129,3.25,4,4.33333333333333,4.66666666666667,3.5,3,2.5,2.75,1
52,0,202,2,3,1,2.33333333333333,3,3,2.25,1.25,1
54,100,104,2.25,1.75,4,3.66666666666667,1,1.25,1,1.5,1
47,100,46,2.5,3.25,3,3.33333333333333,3.75,4,3.5,3.5,1
30,100,7,NA,NA,NA,NA,NA,NA,NA,NA,1
57,100,243,3.25,3.5,5,5,3,4.75,3,5,1
65,0,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,1
56,0,88,3.25,5,4,4,4.25,4,1.5,3,1
46,100,78,3.25,3.25,4.66666666666667,3.33333333333333,2.25,2.75,2.25,3.25,0
22,0,5,3.75,4.25,4.33333333333333,5,2.25,3.25,3.75,5,0
49,100,192,NA,NA,NA,NA,NA,NA,NA,NA,1
38,0,72,2.25,2.75,2.66666666666667,3.33333333333333,1.5,2.25,2,3.75,1
42,100,116,2.75,3.25,4,4,3.25,4,4.75,4.5,0
22,0,28,4.5,3.5,1,2.33333333333333,3.5,3.25,3.25,3.25,1
51,100,14,3.75,4,3,4,2.25,3,4.5,4.5,1
36,100,72,2.75,3.5,3.66666666666667,3.33333333333333,3.5,3,2.5,2.75,1
55,100,250,3.25,3,4.66666666666667,4,2.75,3.25,1.75,2.75,0
54,0,173,2.75,2.75,2.33333333333333,3.33333333333333,1.5,2.75,2.75,2.75,1
56,0,140,3.75,4,3,3.66666666666667,3.25,3.5,2.5,4,1
57,0,90,2.75,3.25,3.33333333333333,5,2.5,4.25,4,4.25,1
59,0,14,1.5,3,2.66666666666667,3,2.5,2.75,3,3.25,1
32,100,7,4.25,4.75,4.33333333333333,3.66666666666667,4,5,3.75,5,1
20,100,2,NA,NA,NA,NA,NA,NA,NA,NA,1
60,100,118,1.5,4.5,3,4.66666666666667,2.5,2,2.5,4.75,1
53,100,146,1.5,3.5,5,3,2.25,3.25,4,5,1
50,0,227,3,4.75,5,4.33333333333333,3,3.5,2.25,2.5,1
35,0,25,2.75,2.75,2.66666666666667,3.66666666666667,3.5,3.25,3.5,3.75,1
57,0,221,4,3.5,4,2.66666666666667,4,3.75,4,3.75,1
37,100,15,3.75,2.75,3.66666666666667,3.66666666666667,3.5,2.5,3.25,2.25,1
38,0,3,4.25,4.75,3.66666666666667,4.33333333333333,4.75,3.75,3.75,3.5,1
59,0,1,3,4.25,3.33333333333333,3,2.75,3.75,3,2.25,1
29,0,43,3,2.75,4.33333333333333,4.33333333333333,4.5,4,4.5,3.25,0
18,0,6,NA,NA,NA,NA,NA,NA,NA,NA,1
57,0,2,NA,NA,NA,NA,NA,NA,NA,NA,1
51,100,4,NA,NA,NA,NA,NA,NA,NA,NA,0
32,0,2,3.5,4,3,3.66666666666667,4,3.5,2.75,4.25,1
18,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1
62,0,213,2.5,2,3,3,2.75,1.5,3,3,0
34,100,4,5,3.75,5,3.66666666666667,4.5,3.5,4.25,3.5,1
60,100,211,3.75,3.5,3.33333333333333,2.33333333333333,3.75,3,2,1,1
43,100,3,4,4.5,4,3.33333333333333,4.25,4,3.25,4.75,1
43,100,17,NA,NA,NA,NA,NA,NA,NA,NA,1
39,100,41,2.5,2,2.66666666666667,3,2,2,2.5,2,0
34,0,4,4.25,3.75,3.66666666666667,3.66666666666667,3.25,2.75,4,4,0
61,0,35,4.5,4.25,4,4.33333333333333,3.25,4,4,4.25,1
49,0,99,1.75,2.5,3,2.66666666666667,1.75,1.75,3.5,1.5,0
46,0,22,2.75,2.5,3,4,2.25,3.25,1,1,0
50,0,180,4.25,4.25,2.33333333333333,2.66666666666667,3,3,3.5,2.25,1
41,100,87,NA,NA,NA,NA,NA,NA,NA,NA,1
26,100,33,2.75,3.75,1.66666666666667,3,3.25,4.25,4.5,4,1
19,100,2,3.5,3.75,3.33333333333333,4.66666666666667,3,3,4.25,4.5,1
53,100,11,2.5,3.5,4.33333333333333,4,3,3.5,4.5,4.5,0
28,0,3,3,3.25,3.66666666666667,4.33333333333333,3.5,3,4.25,4.25,1
40,100,46,2.75,2,4.66666666666667,4.66666666666667,2.75,3.5,4.5,4,1
39,100,3,4.25,4.25,3,2.33333333333333,4.75,4.75,2,3,1
56,0,17,4.75,5,3,1.66666666666667,2.5,4.25,4.25,4,0
41,0,123,3.5,4.25,3.33333333333333,3,2.25,2.5,4.5,4.5,1
42,100,223,2.25,3,4,5,3.75,4.5,3,4,1
56,100,2,3,2.75,4.33333333333333,4,2.75,3.25,3,2.75,1
29,100,2,3.5,3.5,4.33333333333333,4.33333333333333,4.25,3.5,4,5,1
50,0,170,NA,NA,NA,NA,NA,NA,NA,NA,1
35,100,6,3,3.5,3.66666666666667,4,3.25,3.25,3.75,4.5,1
50,100,71,2.5,2.5,3.66666666666667,3.66666666666667,1.5,1.5,3,3.5,1
29,100,85,3.5,4.75,4.66666666666667,4.66666666666667,4,3.25,4.75,5,1
53,0,3,3.5,4.75,2.66666666666667,3.66666666666667,3.75,4,2.75,4,1
38,100,2,3.25,4.25,2.33333333333333,3.66666666666667,3.75,4.5,3.75,4,1
60,0,170,NA,NA,NA,NA,NA,NA,NA,NA,1
55,0,253,2.5,3,3.66666666666667,3.66666666666667,3.25,3.25,1.5,2.5,0
46,0,101,2.75,3,3.66666666666667,5,3.5,3,2,4,0
47,0,71,NA,NA,NA,NA,NA,NA,NA,NA,1
52,0,76,NA,NA,NA,NA,NA,NA,NA,NA,1
52,100,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,1
50,0,1,3.5,4,3.66666666666667,5,2,3,5,5,1
42,0,156,2.75,2.5,3,3,2.25,3.25,2.75,4,1
59,100,20,2,1.5,4.33333333333333,4.66666666666667,2,2.25,1,1,0
29,0,22,3.25,3.5,2.33333333333333,3,3.5,3.5,3.25,3.5,1
51,0,3,5,4.5,5,5,3.5,3.5,4.5,5,1
37,0,35,3,3,4.66666666666667,4,2.5,2.75,3.25,4.75,1
28,0,121,2.5,3.25,3,3.66666666666667,2.75,3.25,2.25,2.75,1
60,0,65,3.5,5,2.66666666666667,3,2,2.75,1,2.75,1
59,0,69,4.5,4.25,4.66666666666667,4,3.5,3.5,3.5,4,1
41,100,189,2.25,3,1,1,3.25,3.5,2.5,1.5,1
19,100,5,4,3.5,5,3.33333333333333,2.25,3,4.75,4.5,0
28,100,2,4,4.75,3.33333333333333,3.33333333333333,3,3.75,2.75,3.5,1
39,0,25,3.25,3.5,2.33333333333333,3.33333333333333,2.5,3.5,2.75,4,1
47,0,241,NA,NA,NA,NA,NA,NA,NA,NA,1
60,0,6,NA,NA,NA,NA,NA,NA,NA,NA,1
47,100,150,1.25,1.5,2,3,3,1.25,3,2,0
47,100,11,3,4,4,3.66666666666667,1.75,3.5,4,5,1
47,0,4,3.75,5,3.66666666666667,5,5,5,4,5,1
40,0,223,2,1.25,2.33333333333333,1,2,1.5,3.25,2,0
30,0,34,3.5,3.25,4,3.33333333333333,4.5,4,4,4,0
34,0,32,3,2.5,4,3.33333333333333,3,2.5,3.75,2.25,0
30,0,39,NA,NA,NA,NA,NA,NA,NA,NA,1
52,0,124,2.5,3.5,3,2.66666666666667,3,3.75,2.25,3,1
48,100,51,2.5,3.25,4,4,2.5,4,2.25,3.5,1
42,100,136,3.5,3.5,5,4.33333333333333,2.75,5,3.5,3,1
49,100,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,1
34,100,201,5,4,1,1.33333333333333,2.25,2.75,5,4.25,0
49,0,60,2.25,4,1.66666666666667,5,3,3.25,2,4.75,1
45,100,27,3.25,3,4.66666666666667,4,4.25,3.5,5,1,0
17,100,4,NA,NA,NA,NA,NA,NA,NA,NA,1
50,100,1,2.25,2.25,4,4,3.5,3.75,3,3,1
48,0,31,3,3.75,2.33333333333333,1.66666666666667,2.75,3.5,2,1.25,0
19,0,7,2,2.25,2.33333333333333,3,1.75,2.25,3.75,2.75,0
60,0,24,3.5,4.25,4,3,4,5,3.75,4.5,1
53,100,45,3.5,3,3.66666666666667,3.66666666666667,4.5,4.25,5,3.5,1
35,100,7,3.5,4,3.66666666666667,3.33333333333333,3.75,4,4.75,4.5,1
30,0,32,2.25,2.25,3,2,2.5,3,1.75,1.5,1
57,100,25,3.75,3.5,3.33333333333333,3.66666666666667,2,2.5,3.5,4,0
51,0,183,2.75,2,3.66666666666667,3,3.5,3,3,3.5,0
42,0,236,2.25,3.25,3.33333333333333,3.33333333333333,2.5,2.75,1,1,1
62,0,132,NA,NA,NA,NA,NA,NA,NA,NA,1
36,0,126,3.5,4,3.66666666666667,4.33333333333333,1.25,3.75,4,4.5,1
60,0,155,3.75,4,3.66666666666667,2,3.25,3.5,1.5,1.75,1
53,100,116,3.5,4,1.66666666666667,2,4.25,4,2.5,3,1
58,0,235,NA,NA,NA,NA,NA,NA,NA,NA,1
43,100,145,2,2.5,1.33333333333333,1,1.25,2,3,4.25,0
38,100,2,4,4.25,4.33333333333333,4,4,4,2,3.25,1
48,100,213,2.75,3,2,3.66666666666667,2.75,2.75,1.75,2.25,1
44,100,112,3.25,3.5,2.33333333333333,2.66666666666667,2.25,2.5,3,3,1
41,0,142,2.5,2,1.66666666666667,3.33333333333333,1.75,2,2.75,3.5,0
30,0,119,1,2.25,3,3,1.75,2.25,2.5,2.75,0
28,100,9,2,3.5,4,5,2,1.75,1.75,2.5,1
62,0,35,4.5,4.25,4,3.66666666666667,5,5,3,3,1
43,0,2,3.5,4.5,4,5,2.25,4,4.5,4,1
47,0,107,3,5,4.66666666666667,3,4,4,4.25,4.25,1
42,100,60,3.75,5,3.66666666666667,5,5,4.5,5,4.5,1
32,100,33,4,4,2.66666666666667,3.66666666666667,2.5,3.5,2.75,4,0
53,0,3,2.75,3.5,2.33333333333333,4,2.25,3.5,2.75,4,1
38,0,61,3.5,2.5,4.33333333333333,2,3,2.5,3.5,4,0
44,100,39,3.25,4.75,5,5,3,3.75,3.25,4.5,1
58,100,152,3.25,4.5,4,3,3,3.75,1.75,2.5,1
40,0,112,3.75,3.75,4.66666666666667,4,3.5,2.75,3.25,3.75,0
17,0,2,3.5,3.75,4.33333333333333,3.33333333333333,3.25,3.25,3.25,3.5,0
57,0,33,NA,NA,NA,NA,NA,NA,NA,NA,1
40,0,3,4.25,4.5,3.33333333333333,4.33333333333333,4,4.75,4,4.75,1
59,0,40,3,3,5,3,3,3.75,3.5,3.5,1
55,0,240,1.75,1.75,2.66666666666667,3,1.25,1.5,2,1.5,1
58,0,147,3.75,3,5,4,3.5,2.75,3,3,0
45,0,92,4.25,4,4,4.66666666666667,4.75,4.5,5,4,1
61,100,168,2.25,3.75,3.33333333333333,3,2.5,2,1,1,1
20,0,29,3.75,3.25,1,4,4.5,4.5,3.75,4,0
39,0,161,NA,NA,NA,NA,NA,NA,NA,NA,1
52,100,146,1.75,2,4,4.33333333333333,2.5,2,3,3.5,1
36,0,62,3.75,3.75,3.33333333333333,4,4,4.25,3,3.5,1
28,0,24,2.5,3,3.33333333333333,3.33333333333333,2.5,2.5,2.75,3.5,1
54,0,14,1,2,4.66666666666667,3.66666666666667,3,2.25,1,1,0
44,100,148,2.5,2.5,2,2.66666666666667,2,2.25,2.5,2.5,1
44,0,20,4.5,4,3,3,2.75,3.5,3.5,3.75,1
40,100,5,4.5,4,5,3.66666666666667,3.75,3.75,4,3.5,0
54,0,4,1.75,4,4,3.33333333333333,2.5,3,2.25,3.25,1
48,100,98,NA,NA,NA,NA,NA,NA,NA,NA,1
57,0,97,3.25,4,3.33333333333333,3,2.75,4,3.75,4,1
30,0,11,2,2.25,3.33333333333333,3.66666666666667,2,2.5,2.5,3.25,1
30,0,19,2.75,2.5,3.66666666666667,3.33333333333333,2.75,2.25,3,3.5,1
55,100,213,2.25,3.75,3,4,3.25,3,1,1.75,1
36,100,22,4.25,3.75,4.66666666666667,5,3.75,2.5,4.5,4.5,0
53,0,-10,3,3.5,4.66666666666667,4.66666666666667,3.5,4,5,4.75,1
39,0,276,NA,NA,NA,NA,NA,NA,NA,NA,1
17,0,4,4,4.5,4.66666666666667,5,4.25,4.5,4.25,4.25,1
44,100,74,3.25,3,3.66666666666667,5,2,3,4,3,0
59,0,216,4,3,3.66666666666667,2,3,3.75,3.5,2.5,0
46,100,84,3.75,4.75,3.33333333333333,4.33333333333333,4.25,4.5,1,1,1
30,0,139,1.5,1.75,3.66666666666667,4.33333333333333,1.5,1,2,3,0
49,0,1,4.5,5,4,4,3.5,4.25,3.25,4.25,1
39,0,24,3,3.75,3.66666666666667,3,3,2.75,3.75,3.5,1
31,0,72,4,4.75,2.33333333333333,4.33333333333333,4.25,3.75,2.5,2.75,1
45,0,1,3,3,4.33333333333333,3,3.5,3,3.5,4.25,1
54,0,40,4,3.75,3.33333333333333,3.66666666666667,3.75,4,5,4.25,0
45,0,57,1,3.25,1,2,3,3,1,1.25,0
61,0,30,4.25,4.5,4.66666666666667,4.66666666666667,4.25,4.25,3.25,2.5,0
51,0,3,1.5,2.25,2,2,1.5,3,1.5,4.25,1
57,0,36,4.25,3.5,4,4.66666666666667,4.25,4.5,3,3.5,0
54,100,28,NA,NA,NA,NA,NA,NA,NA,NA,1
52,0,142,1.75,1.25,2.66666666666667,1.66666666666667,2,1.5,1.25,1,0
52,100,42,3.5,4,1,1.66666666666667,3.75,2,1,1.5,1
33,0,45,4,4,3,3,3,4,3.75,3.75,1
50,0,155,2.25,2.25,4.33333333333333,3,1.25,1.75,3,2.75,1
57,100,89,NA,NA,NA,NA,NA,NA,NA,NA,1
32,0,12,5,4.5,3,2.33333333333333,4,4.25,4,3.75,1
57,100,234,1.25,3,1,1.33333333333333,1.5,1.5,2.25,2.5,1
54,100,33,2.25,2,1,4.33333333333333,4.75,3.5,4,4,1
45,0,3,3.75,5,4.66666666666667,5,5,3.5,5,4.75,1
53,0,2,3.5,4.5,5,5,3.25,3.75,4.25,4.5,1
52,0,4,3.25,2.75,3.66666666666667,4,2.75,3,3.5,3.5,1
58,100,164,5,5,5,3.66666666666667,3.5,4.25,3.25,3,1
49,0,97,3.5,4,3,4,4,4.25,2.75,3,1
18,100,3,4.5,4.5,5,5,2.75,4.5,4.75,5,1
55,0,191,NA,NA,NA,NA,NA,NA,NA,NA,1
40,0,3,2.25,3.5,3,3,1.5,3,2.25,3,1
50,0,3,2,2.25,2.66666666666667,2.33333333333333,2.25,3.25,1.25,2.5,1
46,100,38,3.5,3,4,4,3.75,3.25,4.25,3.75,0
55,0,62,3.75,3.5,4,2,2.25,1.75,3,2.75,0
44,0,100,3,3,4.33333333333333,4,2.5,2,1.75,3.25,1
41,100,5,3.75,4.75,3.66666666666667,5,3.75,4.75,3,4.75,1
60,100,127,3,4.5,3,4.66666666666667,3.25,4,1.25,2.5,1
35,0,2,2.5,4,3.33333333333333,4,2.75,3.5,3.5,3.75,1
23,0,2,NA,NA,NA,NA,NA,NA,NA,NA,1
21,0,60,4,3.75,2.33333333333333,1.66666666666667,2.25,4,2.75,4.75,1
61,100,97,NA,NA,NA,NA,NA,NA,NA,NA,1
60,0,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,1
59,0,170,1.75,3.75,4.66666666666667,3.66666666666667,2.25,3.25,2.25,3.25,1
55,0,355,NA,NA,NA,NA,NA,NA,NA,NA,1
30,0,10,NA,NA,NA,NA,NA,NA,NA,NA,1
53,0,16,NA,NA,NA,NA,NA,NA,NA,NA,1
23,0,7,2.5,3.75,3.66666666666667,3.66666666666667,3.25,3.25,2.75,4,1
51,0,3,4.5,4.75,3.66666666666667,3,1.75,1,1.75,2.25,1
51,0,85,2.5,2.75,2.66666666666667,2.33333333333333,2.75,3,2.25,2,1
35,100,22,2,3.75,1.66666666666667,2.66666666666667,2,2,2.75,3.75,1
27,100,98,3.75,3.25,3.33333333333333,3.66666666666667,3.25,3.5,4,3.75,1
17,100,2,4,3.75,3,3.66666666666667,3.25,3,5,4.5,0
60,0,1,2,2.25,3,3.66666666666667,2.25,2.25,2,2.25,1
57,0,56,2.5,4.75,3.66666666666667,2,2.5,2.25,3,3.25,1
54,100,243,2.25,2.5,5,5,3.75,3.25,1,1,0
50,0,2,3,4.5,4,4,2.75,2.75,3.25,4.5,1
43,100,56,3.75,3.25,3.33333333333333,4.66666666666667,3.5,3.75,3.5,4,1
22,100,4,1.5,2,2,1.66666666666667,1,1.25,3.5,3.5,1
52,0,2,NA,NA,NA,NA,NA,NA,NA,NA,1
42,100,88,NA,NA,NA,NA,NA,NA,NA,NA,1
30,0,2,3.25,2.75,4,4,3.75,3.5,3.75,3.5,0
41,0,48,4,3,1.33333333333333,1.66666666666667,2.5,2,2.5,1.75,1
36,100,10,4.75,3.25,1.66666666666667,4.66666666666667,1.75,4,3.5,3.5,1
56,0,3,3.25,4,2,2,3,2.25,2.5,3,1
55,0,140,NA,NA,NA,NA,NA,NA,NA,NA,1
48,100,49,1.25,2.5,5,3.33333333333333,2.5,2.5,3,3.5,1
48,100,335,2.25,2.25,4.33333333333333,3.33333333333333,2.25,2.25,2,1.75,1
60,0,113,4.5,4.75,4,2,3,4,2.5,2.75,1
40,0,54,4.25,4.5,4.33333333333333,4,4.25,4.25,3.25,3.5,1
58,0,3,4,4,4,4.33333333333333,3.75,3.25,2.5,3.25,1
56,100,4,4.5,4,3.66666666666667,4,4.5,3,4.5,4.25,1
55,0,11,3.25,3.75,3,3.66666666666667,3,2.5,3.5,4.5,1
59,0,305,4.25,4.25,3.66666666666667,2,4.75,5,5,4.75,1
51,0,175,2.5,2,1,2.66666666666667,1.5,1,1,1,0
48,0,253,2,3.5,3,3.33333333333333,1.75,2.25,2,2.75,1
21,0,28,2.5,2.5,3.66666666666667,4,2.25,2.5,3.25,2.25,0
26,100,4,2.75,1.5,4,3.66666666666667,2,1,5,4.5,0
31,100,106,NA,NA,NA,NA,NA,NA,NA,NA,0
54,100,46,2.75,1.75,2.66666666666667,2.33333333333333,3.25,2.75,2.25,1.75,0
52,100,227,3,3.75,1.66666666666667,3,2.25,2.5,4,3.75,1
22,0,4,3.25,4.5,3.33333333333333,4.33333333333333,2.75,4.5,2.25,3.75,1
54,100,57,3.5,1,1,1.66666666666667,2,1,3,2.5,0
31,0,1,2.25,3.25,3,3,2.5,3,3,3.25,1
51,100,93,NA,NA,NA,NA,NA,NA,NA,NA,0
61,100,46,2.25,1.75,5,5,2.75,2,1.75,1,1
41,100,-6,2.25,3.5,3,4.33333333333333,3,2.75,1.5,3,1
41,0,97,3.75,3.75,4.33333333333333,3,2.5,2.5,3,4.5,1
48,0,72,3.5,3.5,3,3,3.75,3.25,4,3.75,0
20,100,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,1
58,0,5,3.75,3.75,4,4,3,2.5,3.75,2.75,1
49,0,238,4,4,4,3.66666666666667,2.75,2,2.5,2.5,1
